아파트,거래금액,년,월,일,법정동,지역코드,전용면적,층
장안6흰돌마을(199-6),16000,2026,03,05,금릉동,00000,59.9,16
광교현대프레미오,67000,2026,03,05,상현동,00000,167.74,2
상현마을현대성우1차,86000,2026,03,05,상현동,00000,84.7329,7
상현마을금호베스트빌3단지,79200,2026,03,05,상현동,00000,126.723,6
LG빌리지3,93000,2026,03,05,성복동,00000,134.993,5
복사골아파트,35500,2026,03,05,중동,00000,56.58,3
라일락마을(동양),70000,2026,03,05,상동,00000,84.9874,1
미리내마을(롯데1),25000,2026,03,05,중동,00000,33.54,9
초원한양,98250,2026,03,05,평촌동,00000,84.9,18
부천아이파크,66500,2026,03,05,약대동,00000,84.6,9
평촌어바인퍼스트,41000,2026,03,05,호계동,00000,39.26,1
임광한마음2차,71500,2026,03,05,호계동,00000,79.527,16
임광한마음1차,60000,2026,03,05,호계동,00000,59.97,8
대림e-편한세상,68500,2026,03,05,호계동,00000,84.846,16
초원한양,79500,2026,03,05,평촌동,00000,59.4,12
포도마을(뉴서울),88700,2026,03,05,중동,00000,110.661,15
성우,16000,2026,03,05,괴안동,00000,46.71,4
호계럭키,47000,2026,03,05,호계동,00000,84.79,3
무궁화한양,98000,2026,03,05,호계동,00000,84.9,17
샘마을임광,140000,2026,03,05,호계동,00000,165.33,6
평촌더샵아이파크,130000,2026,03,05,호계동,00000,84.98,19
한가람(세경),66500,2026,03,05,관양동,00000,49.68,13
흥화,50000,2026,03,05,호계동,00000,84.98,5
한라마을(주공2),26500,2026,03,05,중동,00000,41.85,10
래미안부천중동,73500,2026,03,05,중동,00000,59.98,10
네오빌,9750,2026,03,05,괴안동,00000,25.33,11
공작럭키,60000,2026,03,05,관양동,00000,49.8,1
한가람(세경),62000,2026,03,05,관양동,00000,49.68,14
신명,39500,2026,03,05,신곡동,00000,134.497,10
평촌래미안푸르지오,112000,2026,03,05,비산동,00000,68.99,22
더포레스트힐,47500,2026,03,05,비산동,00000,59.93,3
석수엘지빌리지,75000,2026,03,05,석수동,00000,79.56,3
현대아이파크,61500,2026,03,05,석수동,00000,84.94,8
석수e-편한세상,61300,2026,03,05,석수동,00000,84.87,9
한라비발디,44000,2026,03,05,박달동,00000,59.91,7
청구,21000,2026,03,05,녹양동,00000,82.588,12
코오롱하늘채,57250,2026,03,05,석수동,00000,84.558,3
현대아이파크,40500,2026,03,05,금오동,00000,84.68,8
고산리슈빌포레,31700,2026,03,05,고산동,00000,59.51,20
래미안안양메가트리아,47000,2026,03,05,안양동,00000,39.73,21
반도유보라아이비파크,42700,2026,03,05,낙양동,00000,84.9557,8
석수e-편한세상,66000,2026,03,05,석수동,00000,84.87,9
석수엘지빌리지,70000,2026,03,05,석수동,00000,79.56,10
민락엘레트,31400,2026,03,05,민락동,00000,59.48,2
송산팰리스,18400,2026,03,05,민락동,00000,49.86,15
은하수,39800,2026,03,05,신곡동,00000,134.73,3
래미안안양메가트리아,104700,2026,03,05,안양동,00000,84.7,9
아르테자이,59900,2026,03,05,안양동,00000,49.9,12
삼성래미안,73000,2026,03,05,비산동,00000,59.871,22
평촌자이아이파크,63600,2026,03,05,비산동,00000,45.5844,6
더포레스트힐,59500,2026,03,05,비산동,00000,84.75,10
은행주공,79000,2026,03,05,은행동,00000,75.24,14
양우내안애팰리스,4400,2026,03,05,호원동,00000,14.2893,4
신일유토빌플러스,45300,2026,03,05,호원동,00000,59.902,14
의정부역푸르지오더센트럴,54800,2026,03,05,의정부동,00000,59.93,3
의정부역푸르지오더센트럴,79400,2026,03,05,의정부동,00000,84.84,21
의정부역센트럴자이앤위브캐슬,84200,2026,03,05,의정부동,00000,84.943,24
한솔마을(4단지)(주공),96000,2026,03,05,정자동,00000,35.28,6
한솔마을(5단지)(주공),108000,2026,03,05,정자동,00000,41.85,1
매화마을공무원2,108500,2026,03,05,야탑동,00000,58.71,18
시범한양,99000,2026,03,05,서현동,00000,28.71,2
양지마을(5단지)(한양501-514),120000,2026,03,05,수내동,00000,35.1,13
판교원마을6단지(판교대광로제비앙),170000,2026,03,05,판교동,00000,83.33,13
판교원마을9단지(한림풀에버),185000,2026,03,05,판교동,00000,84.9505,10
산들마을2단지,90000,2026,03,05,여수동,00000,51.93,6
은행주공,75000,2026,03,05,은행동,00000,66.38,1
수원아너스빌위즈,56500,2026,03,05,송죽동,00000,59.985,31
칠성,10200,2026,03,05,화서동,00000,67.5,3
대한대우,61500,2026,03,05,매산로2가,00000,84.97,5
강남,53000,2026,03,05,구운동,00000,84.91,14
우만R타워,8000,2026,03,05,우만동,00000,14.7,14
호매실금호어울림에듀포레,53000,2026,03,05,호매실동,00000,72.9161,15
연꽃마을풍림,59500,2026,03,05,정자동,00000,99.18,21
수원하늘채더퍼스트1단지,73000,2026,03,05,곡반정동,00000,74.92,5
호매실스위첸,43000,2026,03,05,호매실동,00000,59.84,7
화서역푸르지오브리시엘,136500,2026,03,05,정자동,00000,84.8548,27
수원아이파크시티7단지,57800,2026,03,05,권선동,00000,59.88,12
매탄권선역리버파크,38000,2026,03,05,권선동,00000,49.58,6
대원신동아,33000,2026,03,05,권선동,00000,59.88,11
매교역푸르지오SKVIEW,88000,2026,03,05,매교동,00000,84.97,1
비단마을영풍,66500,2026,03,05,천천동,00000,122.8433,1
화서역푸르지오더에듀포레,84700,2026,03,05,천천동,00000,129.82,3
비단마을베스트타운,64900,2026,03,05,천천동,00000,84.9981,22
동신2단지,22000,2026,03,05,정자동,00000,43.02,5
힐스테이트푸르지오수원,72000,2026,03,05,매교동,00000,59.88,6
수원화서역동문굿모닝힐,82500,2026,03,05,화서동,00000,84.996,27
수원모아미래도센트럴타운1단지,77000,2026,03,05,금곡동,00000,99.7854,6
호매실역서희스타힐스,59500,2026,03,05,금곡동,00000,84.98,10
고덕시티,7000,2026,03,05,이충동,00000,22.31,6
정암마을뜨란채,25000,2026,03,05,이충동,00000,84.91,8
제일하이빌1차,15400,2026,03,05,장당동,00000,59.9726,14
평택장안마을코오롱하늘채,26700,2026,03,05,장안동,00000,84.8797,1
주공12,110000,2026,03,05,철산동,00000,53.46,8
우성,80000,2026,03,05,철산동,00000,84.74,13
철산리버빌주공,47000,2026,03,05,철산동,00000,49.61,8
여월휴먼시아3단지,74000,2026,03,05,여월동,00000,84.95,9
여월휴먼시아(4단지),80000,2026,03,05,여월동,00000,84.89,4
벽산,17400,2026,03,05,비전동,00000,59.965,8
벽산,20000,2026,03,05,비전동,00000,84.895,8
주공10,55000,2026,03,05,하안동,00000,45.9,6
주공8(고층),69500,2026,03,05,하안동,00000,58.01,13
주공8(고층),70000,2026,03,05,하안동,00000,58.01,5
주공1,57500,2026,03,05,하안동,00000,49.94,1
평택서정동롯데캐슬,33500,2026,03,05,서정동,00000,84.98,15
LIG아파트,29000,2026,03,05,이충동,00000,84.93,7
도담마을아이파크,64700,2026,03,05,죽전동,00000,84.96,1
성현마을반도유보라,74750,2026,03,05,죽전동,00000,122.14,8
기흥써니밸리,29500,2026,03,05,고매동,00000,84.889,2
용화마을태영데시앙1,74300,2026,03,05,마북동,00000,84.817,7
죽전현대1차,55100,2026,03,05,죽전동,00000,59.97,19
힐스테이트구성,83500,2026,03,05,언남동,00000,84.9613,3
보원,76000,2026,03,05,풍덕천동,00000,59.721,4
언동마을신일해피트리,46000,2026,03,05,언남동,00000,84.914,7
신동백롯데캐슬에코1단지,60000,2026,03,05,중동,00000,84.91,9
동천디이스트,118500,2026,03,05,동천동,00000,84.911,15
동백광명샤인빌,8100,2026,03,05,중동,00000,18.13,6
영덕신일2,36500,2026,03,05,영덕동,00000,84.842,17
흥덕마을동원로얄듀크,73500,2026,03,05,영덕동,00000,84.6898,18
힐스테이트구성,74100,2026,03,05,언남동,00000,59.9546,23
동천자이,114000,2026,03,05,동천동,00000,84.7646,31
언동마을신일해피트리,44000,2026,03,05,언남동,00000,84.914,5
상떼빌구성역플랫폼시티,77000,2026,03,05,보정동,00000,134.968,20
동문,88000,2026,03,05,풍덕천동,00000,101.79,8
진산마을삼성5차,136000,2026,03,05,풍덕천동,00000,128.2078,4
더샵보정애비뉴1단지,104700,2026,03,05,보정동,00000,101.7132,15
행원마을동아솔레시티,93000,2026,03,05,보정동,00000,133.035,7
푸른마을두산위브,53300,2026,03,05,능동,00000,73.33,28
에스케이뷰파크2차,51500,2026,03,05,기산동,00000,59.9889,19
푸르지오,60000,2026,03,05,석우동,00000,57.8,9
우미린센트포레1단지,44500,2026,03,05,안녕동,00000,84.9927,3
동탄2디에트르포레,40400,2026,03,05,신동,00000,55.97,3
동탄역포레너스,64500,2026,03,05,영천동,00000,84.5442,12
롯데캐슬 알바트로스,91500,2026,03,05,청계동,00000,101.8848,3
병점역아이파크캐슬,67000,2026,03,05,병점동,00000,84.97,10
신영통현대2차,41200,2026,03,05,반월동,00000,84.99,15
동탄역신안인스빌리베라2차,69000,2026,03,05,청계동,00000,59.968,10
동탄역 시범한화 꿈에그린 프레스티지,130000,2026,03,05,청계동,00000,84.92,1
푸른마을모아미래도,45900,2026,03,05,능동,00000,59.039,14
동탄역센트럴자이(A-10),101000,2026,03,05,영천동,00000,84.8131,11
능동마을이지더원,58000,2026,03,05,능동,00000,83.5573,16
반정아이파크캐슬5단지,80700,2026,03,05,반정동,00000,84.73,11
동탄나루마을동탄역U.BORA여울숲1.0,66000,2026,03,05,반송동,00000,84.6841,4
서해더블루(90-2),57500,2026,03,05,반송동,00000,108.1715,21
동남훼미리,9500,2026,03,05,발산리,00000,39.95,1
우미린센트포레1단지,49000,2026,03,05,안녕동,00000,84.9927,14
동탄역푸르지오,83000,2026,03,05,영천동,00000,74.8832,15
호반써밋고덕국제신도시에듀파크,57800,2026,03,05,고덕동,00000,84.2876,7
고덕국제신도시금호어울림,40000,2026,03,05,고덕동,00000,59.98,15
선경,45800,2026,03,05,성포동,00000,84.93,15
고덕국제신도시금호어울림,38300,2026,03,05,고덕동,00000,59.98,15
고덕국제신도시 포레스트자이,54300,2026,03,05,고덕동,00000,84.6213,6
고덕국제신도시제일풍경채3차센텀,62000,2026,03,05,고덕동,00000,75.7246,17
안산레이크타운푸르지오,94500,2026,03,05,고잔동,00000,84.7053,5
우림,7800,2026,03,05,금곡리,00000,39.84,13
대방노블랜드2차,23500,2026,03,05,생연동,00000,84.65,11
신영평택비전지웰푸르지오,51000,2026,03,05,용이동,00000,84.9167,14
평택스마트빌포레,9900,2026,03,05,도곡리,00000,31.06,5
푸르지오1차,35300,2026,03,05,용이동,00000,108.8017,7
상패주공,7900,2026,03,05,상패동,00000,49.97,8
현대홈타운,19000,2026,03,05,송화리,00000,84.996,7
건영아파트,11700,2026,03,05,생연동,00000,59.4,11
서광프리메라,18000,2026,03,05,현화리,00000,84.93,6
주공5,52000,2026,03,05,고잔동,00000,47.1,5
힐스테이트중앙,89000,2026,03,05,고잔동,00000,84.9761,10
태평,17300,2026,03,05,궁리,00000,84.81,8
군자주공11,22500,2026,03,05,선부동,00000,39.66,4
초지역메이저타운푸르지오메트로단지,67000,2026,03,05,초지동,00000,59.9333,32
힐스테이트송담,33500,2026,03,05,송담리,00000,84.95,13
송담지엔하임2차,30000,2026,03,05,송담리,00000,74.8585,26
그랑시티자이2차,86000,2026,03,05,사동,00000,101.9886,27
본오,11800,2026,03,05,사동,00000,42.51,3
주공8,29500,2026,03,05,고잔동,00000,61.52,1
대우푸르지오5,59900,2026,03,05,고잔동,00000,84.916,8
초지역메이저타운푸르지오에코단지,64500,2026,03,05,원곡동,00000,59.9932,10
안산푸르지오브리파크,51000,2026,03,05,원곡동,00000,59.7615,15
송내주공1단지,20400,2026,03,05,지행동,00000,84.88,12
송내주공1단지,15300,2026,03,05,지행동,00000,59.56,7
주은풍림,15500,2026,03,05,용두리,00000,59.76,10
주은풍림,11900,2026,03,05,용두리,00000,49.77,10
한강파크뷰우방아이유쉘,52000,2026,03,05,걸포동,00000,84.8922,12
화성시청역서희스타힐스4차숲속마을,41000,2026,03,05,신남리,00000,84.9356,13
한화유로메트로1차,47500,2026,03,05,풍무동,00000,84.987,10
e편한세상안성그랑루체,54500,2026,03,05,당왕동,00000,108.9275,19
삼정그린코아더베스트,33200,2026,03,05,당왕동,00000,84.9857,31
대우경남,16500,2026,03,05,당왕동,00000,59.347,14
호수마을이편한세상,43400,2026,03,05,구래동,00000,84.6499,6
휴먼빌에듀파크시티,42800,2026,03,05,사동리,00000,84.9922,19
유웅,8000,2026,03,05,낙원동,00000,81.16,5
김포풍무꿈에그린더포레듀4단지,39600,2026,03,05,풍무동,00000,59.95,22
한강메트로자이3단지,62000,2026,03,05,걸포동,00000,84.935,29
김포한강신도시모아엘가2차아파트,30500,2026,03,05,구래동,00000,59.97,14
호반베르디움더레이크2차,44500,2026,03,05,구래동,00000,84.8559,7
고창마을(케이씨씨스위첸),35000,2026,03,05,장기동,00000,59.922,19
청송마을모아미래도엘가,40700,2026,03,05,장기동,00000,84.536,9
자연앤데시앙(금빛마을),26100,2026,03,05,학운리,00000,84.945,7
자연앤데시앙(금빛마을),29000,2026,03,05,학운리,00000,84.607,9
캐슬앤파밀리에시티 1단지,52900,2026,03,05,태리,00000,80.8285,10
풍무센트럴푸르지오,61700,2026,03,05,풍무동,00000,72.0573,16
동남,9400,2026,03,05,금석동,00000,58.74,16
캐슬앤파밀리에시티 2단지,61300,2026,03,05,신곡리,00000,84.9582,14
수기마을힐스테이트1단지,60700,2026,03,05,신곡리,00000,84.85,6
남양뉴타운양우내안애1차,37900,2026,03,05,남양리,00000,69.8681,16
아양주공1,10800,2026,03,05,아양동,00000,40.0,1
쌍용더플래티넘프리미어,30000,2026,03,05,승두리,00000,59.93,16
희영아파트(곡촌마을),24200,2026,03,05,양곡리,00000,99.83,3
힐스테이트봉담프라이드시티,40000,2026,03,05,내리,00000,59.6481,21
김포한강삼정그린코아더베스트,35000,2026,03,05,양곡리,00000,78.2398,2
금호어울림3단지,23000,2026,03,05,만정리,00000,84.701,8
우림,12800,2026,03,05,진사리,00000,53.13,7
신성푸른솔,24000,2026,03,05,금곡동,00000,59.964,13
원일아름,64000,2026,03,05,인창동,00000,84.75,15
아름마을삼성,70000,2026,03,05,인창동,00000,84.9506,5
호평마을중흥에스-클래스,41500,2026,03,05,호평동,00000,72.4986,14
e편한세상인창어반포레,67800,2026,03,05,인창동,00000,39.754,16
이룸넘버원리치안,8000,2026,03,05,갈매동,00000,14.98,4
호평마을금강,44500,2026,03,05,호평동,00000,72.453,2
호평마을대주파크빌,40000,2026,03,05,호평동,00000,84.82,4
다산 이편한세상자이,85500,2026,03,05,다산동,00000,59.98,9
다산 펜테리움 리버테라스 Ⅰ,94300,2026,03,05,다산동,00000,84.9527,6
힐스테이트다산,90000,2026,03,05,다산동,00000,66.7758,12
래미안센트럴스위트,190000,2026,03,05,별양동,00000,59.69,6
다산리버펠리체1단지,46500,2026,03,05,다산동,00000,59.9636,20
힐스테이트 황금산,73000,2026,03,05,다산동,00000,84.99,13
동양주택조합,72000,2026,03,05,인창동,00000,84.98,20
구리갈매스타힐스,68750,2026,03,05,갈매동,00000,84.95,15
갈매와이시티,75000,2026,03,05,갈매동,00000,84.92,8
상록리슈빌,63500,2026,03,05,별내동,00000,84.97,16
동익미라벨(1060),77000,2026,03,05,별내동,00000,111.41,3
가좌마을7단지꿈에그린,45000,2026,03,05,가좌동,00000,134.9985,10
다산e편한세상더퍼스트,79500,2026,03,05,다산동,00000,74.82,7
"플루리움4,5단지",85000,2026,03,05,다산동,00000,134.878,21
주공2,74700,2026,03,05,인창동,00000,84.99,14
모아미래도아파트,61000,2026,03,05,별내동,00000,84.9734,7
아름마을성원,51000,2026,03,05,인창동,00000,59.95,13
주공6,62300,2026,03,05,인창동,00000,58.14,15
금호베스트빌,153000,2026,03,05,수택동,00000,134.1031,12
아름마을삼성,65500,2026,03,05,인창동,00000,84.9506,6
장자마을금호1-2,82500,2026,03,05,교문동,00000,54.949,17
센트럴파크푸르지오써밋,245000,2026,03,05,부림동,00000,84.99,17
한가람아파트,79000,2026,03,05,교문동,00000,62.01,13
아름마을삼성,68300,2026,03,05,인창동,00000,84.9506,10
인창칸타빌더헤리티지,84000,2026,03,05,인창동,00000,84.9707,13
금호베스트빌,142000,2026,03,04,수택동,00000,134.1031,2
대림한숲,76000,2026,03,04,수택동,00000,62.25,9
킨텍스아이파크,53000,2026,03,04,대화동,00000,84.8713,16
하이파크시티일산파밀리에2단지,46000,2026,03,04,덕이동,00000,121.66,3
호평마을한라비발디,34000,2026,03,04,호평동,00000,59.949,13
영풍마드레빌1차,67000,2026,03,04,수택동,00000,84.96,22
평내호평역KCC스위첸,68000,2026,03,04,호평동,00000,84.9865,15
두산알프하임,39000,2026,03,04,호평동,00000,59.9865,23
장성마을(대명4),62700,2026,03,04,대화동,00000,99.69,9
다산롯데캐슬,98500,2026,03,04,다산동,00000,84.97,11
평내호평역대명루첸포레스티움,49400,2026,03,04,평내동,00000,59.8129,16
한라비발디,69050,2026,03,04,갈매동,00000,74.92,3
한일,91000,2026,03,04,토평동,00000,59.784,12
힐스테이트구리역,106750,2026,03,04,수택동,00000,59.7,15
한화 포레나 킨텍스,118500,2026,03,04,대화동,00000,84.4989,28
구리갈매스타힐스,72500,2026,03,04,갈매동,00000,84.95,6
다산 이편한세상자이,83100,2026,03,04,다산동,00000,59.98,13
가좌마을7단지꿈에그린,37000,2026,03,04,가좌동,00000,59.997,4
한가람아파트,77000,2026,03,04,교문동,00000,62.01,3
주공6,43000,2026,03,04,인창동,00000,39.87,10
덕현,89000,2026,03,04,교문동,00000,84.57,20
한라비발디,74700,2026,03,04,갈매동,00000,84.61,9
다산e편한세상더퍼스트,84500,2026,03,04,다산동,00000,84.8,25
호평마을중흥에스-클래스로하스,48000,2026,03,04,호평동,00000,132.8574,4
동익미라벨(1058),77000,2026,03,04,별내동,00000,101.311,5
