아파트,거래금액,년,월,일,법정동,지역코드,전용면적,층
용인상하진흥더루벤스2단지,50700,2026,03,06,상하동,00000,101.9837,14
용인상하진흥더루벤스2단지,39300,2026,03,06,상하동,00000,84.9889,13
삼성1,104500,2026,03,06,풍덕천동,00000,134.97,4
풍림아파트,67500,2026,03,06,풍덕천동,00000,59.76,2
동아아파트,68000,2026,03,06,풍덕천동,00000,59.76,10
보원,81000,2026,03,06,풍덕천동,00000,59.721,11
내대지마을건영캐스빌,80500,2026,03,06,죽전동,00000,134.5325,4
현암마을동성2차,60000,2026,03,06,죽전동,00000,84.99,13
도담마을힐스테이트4차1단지,83500,2026,03,06,죽전동,00000,105.625,8
현암마을동성2차,104000,2026,03,06,죽전동,00000,134.88,18
한신,67000,2026,03,06,죽전동,00000,59.96,7
교동마을현대홈타운,50800,2026,03,06,마북동,00000,84.9923,13
용인기흥효성해링턴플레이스,59000,2026,03,06,영덕동,00000,84.92,21
영덕신일2,31000,2026,03,06,영덕동,00000,59.872,5
대주피오레2단지,51000,2026,03,06,공세동,00000,150.2849,8
반달마을푸르지오,50600,2026,03,06,반월동,00000,84.899,13
동탄파크한양수자인,45000,2026,03,06,영천동,00000,59.73,11
신일유토빌,70500,2026,03,06,석우동,00000,101.857,3
동탄역푸르지오,87000,2026,03,06,영천동,00000,84.6681,10
동탄역센트럴푸르지오,87200,2026,03,06,청계동,00000,74.9013,11
동탄역 시범한화 꿈에그린 프레스티지,114000,2026,03,06,청계동,00000,84.89,1
동탄파크자이,87500,2026,03,06,영천동,00000,103.4182,10
동탄시범다은마을 월드메르디앙 반도유보라,80000,2026,03,06,반송동,00000,76.0,25
솔빛마을경남아너스빌,83000,2026,03,06,반송동,00000,128.4145,1
시범다은마을우남퍼스트빌,64500,2026,03,06,반송동,00000,67.0661,4
봉담자이라피네,54800,2026,03,06,동화리,00000,84.9847,19
에듀시티파라곤,40000,2026,03,06,동화리,00000,59.8552,18
병점역에듀포레,32700,2026,03,06,병점동,00000,75.99,4
서동탄역파크자이,55000,2026,03,06,능동,00000,84.976,1
푸른마을모아미래도,46300,2026,03,06,능동,00000,59.039,24
봉담한신더휴에듀파크,35500,2026,03,06,와우리,00000,59.9757,2
봉담한신더휴에듀파크,36500,2026,03,06,와우리,00000,59.9708,16
힐스테이트동탄역,52500,2026,03,06,영천동,00000,54.4202,35
힐스테이트동탄역,51800,2026,03,06,영천동,00000,54.4202,10
자연앤데시앙,52000,2026,03,06,능동,00000,84.94,5
반달마을푸르지오,47700,2026,03,06,반월동,00000,84.899,12
주공8(고층),60000,2026,03,06,하안동,00000,45.77,12
평택지제역동문굿모닝힐맘시티1단지,24800,2026,03,06,칠원동,00000,59.7056,5
평택지제역동문굿모닝힐맘시티3단지,32000,2026,03,06,칠원동,00000,74.766,9
e편한세상지제역,49800,2026,03,06,동삭동,00000,84.052,6
평택서정동롯데캐슬,39500,2026,03,06,서정동,00000,118.31,13
광명역센트럴자이,152000,2026,03,06,일직동,00000,97.6515,6
월드메르디앙,72800,2026,03,06,광명동,00000,84.83,3
현진에버빌,65000,2026,03,06,광명동,00000,59.8074,21
청실보성,26500,2026,03,06,세교동,00000,84.753,10
주공8(고층),65000,2026,03,06,하안동,00000,58.01,13
이편한세상센트레빌,112000,2026,03,06,하안동,00000,84.981,25
부영2,24000,2026,03,06,세교동,00000,84.9842,1
오정휴먼시아3단지,37500,2026,03,06,오정동,00000,51.47,7
현대이화,15500,2026,03,06,비전동,00000,62.38,6
광명역써밋플레이스,119700,2026,03,06,일직동,00000,59.6827,16
이충동부영2단지,14000,2026,03,06,이충동,00000,59.94,9
이충동부영3단지,13700,2026,03,06,이충동,00000,59.94,3
대옥,9750,2026,03,06,독곡동,00000,68.67,1
주공13,107400,2026,03,06,철산동,00000,73.08,4
두산위브,66000,2026,03,06,철산동,00000,59.81,4
평택서정동롯데캐슬,34500,2026,03,06,서정동,00000,118.31,1
참이슬,25000,2026,03,06,합정동,00000,84.9249,13
광명현대아파트,60000,2026,03,06,하안동,00000,84.9,8
주공12,117000,2026,03,06,철산동,00000,60.21,4
브라운스톤2차,86700,2026,03,06,철산동,00000,106.587,21
한오,24000,2026,03,06,고강동,00000,59.04,4
평택장안마을코오롱하늘채,39800,2026,03,06,장안동,00000,114.3132,7
엘에이치옥길센트럴힐,55700,2026,03,06,옥길동,00000,74.92,15
평택서정동롯데캐슬,35000,2026,03,06,서정동,00000,84.98,17
e편한세상지제역,34400,2026,03,06,동삭동,00000,59.435,19
평택센트럴자이3단지,43000,2026,03,06,동삭동,00000,84.5568,20
평택센트럴자이 5단지,40500,2026,03,06,동삭동,00000,84.5289,17
평택센트럴자이2단지,36000,2026,03,06,동삭동,00000,72.6415,12
한강신도시반도유보라4차,45400,2026,03,06,구래동,00000,87.0536,4
중흥에스클래스에듀파크,60500,2026,03,06,상리,00000,84.7285,10
산수화,10000,2026,03,06,반제리,00000,59.76,13
한강신도시반도유보라3차,36200,2026,03,06,마산동,00000,59.9982,12
금호어울림1단지,23500,2026,03,06,만정리,00000,84.986,20
한일타운,15350,2026,03,06,만정리,00000,59.7843,11
진우,10300,2026,03,06,가재리,00000,39.6,20
대우1,14000,2026,03,06,당왕동,00000,70.686,5
안성공도서해그랑블아파트,24000,2026,03,06,양기리,00000,65.6345,14
안성공도서해그랑블아파트,22500,2026,03,06,양기리,00000,59.98,7
삼용,26000,2026,03,06,풍무동,00000,59.975,18
장릉마을(삼성쉐르빌),10000,2026,03,06,풍무동,00000,27.45,9
풍무센트럴푸르지오,63300,2026,03,06,풍무동,00000,72.0573,12
푸른마을(신안),30000,2026,03,06,감정동,00000,84.886,8
산호,12250,2026,03,06,사곡리,00000,59.88,5
남양우림,23000,2026,03,06,남양리,00000,84.327,8
모아미래도에듀파크서봉마을4단지,46500,2026,03,06,하길리,00000,84.9915,10
서봉마을모아엘가,42500,2026,03,06,하길리,00000,84.9837,18
주은청설,7300,2026,03,06,진사리,00000,39.75,4
주은청설,9900,2026,03,06,진사리,00000,49.53,2
우림,12500,2026,03,06,진사리,00000,53.13,4
아양주공1,9500,2026,03,06,아양동,00000,39.61,6
청송마을모아미래도엘가,40500,2026,03,06,장기동,00000,84.9286,6
청송마을중흥에스-클래스,46000,2026,03,06,장기동,00000,107.5928,12
고창마을(신영지웰),43000,2026,03,06,장기동,00000,84.9668,6
미성102,12500,2026,03,06,조암리,00000,71.22,1
향남시범넓은들마을에일린의뜰,45000,2026,03,06,행정리,00000,84.9505,18
주공6,43000,2026,03,06,인창동,00000,39.87,20
인창2차e-편한세상,90500,2026,03,06,인창동,00000,84.369,9
주공1,63000,2026,03,06,인창동,00000,58.14,13
주공2,56400,2026,03,06,인창동,00000,49.95,3
동양주택조합,69000,2026,03,06,인창동,00000,84.98,6
구리인창금호어울림,51700,2026,03,06,인창동,00000,84.9764,4
다산지금센트럴에일린의뜰,81500,2026,03,06,다산동,00000,84.7845,24
다산지금센트럴에일린의뜰,79800,2026,03,06,다산동,00000,84.7845,16
유승한내들,57500,2026,03,06,별내동,00000,84.3139,19
신안인스빌,71000,2026,03,06,별내동,00000,84.992,12
다산리버펠리체2단지,72000,2026,03,06,다산동,00000,119.4557,18
플루리움3단지,70700,2026,03,06,다산동,00000,124.619,11
다산아이파크,96000,2026,03,06,다산동,00000,84.95,15
힐스테이트다산,102700,2026,03,06,다산동,00000,84.9076,20
별내푸르지오,55500,2026,03,06,별내동,00000,76.8213,12
호평현대아이파크아파트,47000,2026,03,06,호평동,00000,84.9865,10
다산유승한내들센트럴,95000,2026,03,06,다산동,00000,84.0379,24
호평오네뜨센트럴,53000,2026,03,06,호평동,00000,74.9943,14
호평마을한라비발디,35000,2026,03,06,호평동,00000,59.949,14
한가람아파트,106500,2026,03,06,교문동,00000,121.77,11
구리두산,71000,2026,03,06,교문동,00000,59.99,4
금호베스트빌,170000,2026,03,06,수택동,00000,162.7622,10
구리두산,70000,2026,03,06,교문동,00000,59.99,5
평내호평역KCC스위첸,71000,2026,03,06,호평동,00000,84.9865,6
토평신명,120000,2026,03,06,교문동,00000,84.63,16
동방,62500,2026,03,06,교문동,00000,84.96,8
평내마을평내1차대주파크빌,38250,2026,03,06,평내동,00000,84.9357,11
호평파라곤,39000,2026,03,06,호평동,00000,59.94,20
호평오네뜨센트럴,55000,2026,03,06,호평동,00000,74.9943,7
호평파라곤,57000,2026,03,06,호평동,00000,130.64,1
호평마을중흥에스-클래스로하스,48000,2026,03,06,호평동,00000,132.8574,12
한라비발디,67900,2026,03,06,갈매동,00000,74.92,2
e편한세상 다산,82700,2026,03,06,다산동,00000,74.98,22
다산롯데캐슬,98300,2026,03,06,다산동,00000,84.99,15
힐스테이트 황금산,77500,2026,03,06,다산동,00000,84.99,6
에스케이신일,70000,2026,03,06,토평동,00000,84.7406,8
주공1,60000,2026,03,06,인창동,00000,59.56,2
평택포승골든포트,4300,2026,03,06,도곡리,00000,20.57,5
고덕국제신도시파라곤에듀포레,54000,2026,03,06,고덕동,00000,84.7996,6
평택소사벌반도유보라아이비파크1단지,34100,2026,03,06,죽백동,00000,84.8976,22
주공10,28155,2026,03,06,성포동,00000,66.56,1
고덕국제신도시금호어울림,32300,2026,03,06,고덕동,00000,59.98,1
안산신길온천역휴먼빌,36400,2026,03,06,신길동,00000,84.9773,23
초지역메이저타운푸르지오에코단지,74000,2026,03,06,원곡동,00000,72.7437,29
주공(9단지),30500,2026,03,06,고잔동,00000,54.9,4
평택청북이지더원,23000,2026,03,06,옥길리,00000,76.8266,3
두산위브,66250,2026,03,06,초지동,00000,101.98,2
고덕국제신도시아너스,35000,2026,03,06,고덕동,00000,59.97,13
고덕하늘채시그니처,33800,2026,03,06,궁리,00000,84.7048,3
송내주공1단지,19000,2026,03,06,지행동,00000,84.87,9
스마트빌듀오3차,4300,2026,03,06,만호리,00000,24.31,9
포레나안산고잔,52000,2026,03,06,고잔동,00000,59.9893,5
고잔롯데캐슬골드파크,54000,2026,03,06,고잔동,00000,59.98,11
주공5,40000,2026,03,06,고잔동,00000,39.72,1
주공5,45000,2026,03,06,고잔동,00000,47.1,1
푸르지오3차,71300,2026,03,06,고잔동,00000,84.96,6
고덕국제신도시리슈빌레이크파크,49000,2026,03,06,고덕동,00000,84.9902,2
초지역메이저타운푸르지오메트로단지,48000,2026,03,06,초지동,00000,48.3659,2
주공1,21700,2026,03,06,월피동,00000,45.6,5
고덕국제신도시금호어울림,36000,2026,03,06,고덕동,00000,59.98,2
e편한세상초지역센트럴포레,48200,2026,03,06,원곡동,00000,49.944,22
안중우림필유골드154,44000,2026,03,06,현화리,00000,128.2576,14
주공그린빌12,44500,2026,03,06,초지동,00000,84.95,4
진광무지개,7200,2026,03,06,안정리,00000,59.9,4
부영아파트(3단지),17000,2026,03,06,지행동,00000,84.9868,2
평택소사벌호반베르디움,40000,2026,03,06,죽백동,00000,84.255,18
현대1,46000,2026,03,06,사동,00000,120.39,14
안산8차푸르지오,35500,2026,03,06,원곡동,00000,59.9624,11
군자주공11,28000,2026,03,06,선부동,00000,46.98,4
성균관대역동문디이스트,52000,2026,03,06,율전동,00000,59.9823,2
매교역푸르지오SKVIEW,96300,2026,03,06,매교동,00000,84.97,5
매교역푸르지오SKVIEW,81500,2026,03,06,매교동,00000,74.94,2
벽산블루밍,35900,2026,03,06,정자동,00000,59.99,1
백설마을효성,50300,2026,03,06,정자동,00000,84.68,17
노을마을대동,41900,2026,03,06,정자동,00000,59.97,12
매탄권선역리버파크,47000,2026,03,06,권선동,00000,59.81,15
우남1,36500,2026,03,06,권선동,00000,59.75,3
수원역푸르지오자이,78500,2026,03,06,고등동,00000,74.99,12
청솔마을SK한화,74800,2026,03,06,정자동,00000,99.2153,15
한라비발디1단지,36700,2026,03,06,당수동,00000,84.99,3
수원하늘채더퍼스트2단지,71500,2026,03,06,곡반정동,00000,84.96,15
우만주공2단지,42000,2026,03,06,우만동,00000,45.9,15
삼환,54500,2026,03,06,구운동,00000,84.9,15
엘지빌리지2,46500,2026,03,06,금곡동,00000,84.42,14
삼익1,26900,2026,03,06,금곡동,00000,59.4,2
백설마을현대코오롱아파트,37500,2026,03,06,정자동,00000,59.79,3
수원모아미래도센트럴타운2단지,73000,2026,03,06,금곡동,00000,84.8763,11
엘지빌리지4,30800,2026,03,06,금곡동,00000,59.997,20
화서역 우방 센트럴파크,51700,2026,03,06,정자동,00000,59.96,7
화서역블루밍푸른숲,59000,2026,03,06,화서동,00000,122.111,8
성균관대역동문디이스트,65500,2026,03,06,율전동,00000,84.9977,5
신일,36000,2026,03,06,율전동,00000,59.92,16
주공뉴타운2,36200,2026,03,06,조원동,00000,59.42,12
동신2단지,23800,2026,03,06,정자동,00000,43.02,8
화서역현대벽산,39500,2026,03,06,정자동,00000,59.88,2
연꽃마을풍림,61300,2026,03,06,정자동,00000,99.18,4
화서역푸르지오더에듀포레,81000,2026,03,06,천천동,00000,84.92,24
관곡마을동아,24800,2026,03,06,하중동,00000,60.0,8
삼익,25200,2026,03,06,묵현리,00000,84.96,12
남양주두산위브트레지움,42900,2026,03,06,묵현리,00000,84.951,26
건영덕소리버파크,52800,2026,03,06,도곡리,00000,84.97,5
덕소두산위브,70000,2026,03,06,도곡리,00000,134.698,17
세교쌍용예가엔에이치에프,45800,2026,03,06,내삼미동,00000,84.95,10
세교쌍용예가엔에이치에프,45800,2026,03,06,내삼미동,00000,84.95,10
한신그린1차,29000,2026,03,06,용정리,00000,84.96,8
호반베르디움더프라임(1차),77800,2026,03,06,목감동,00000,84.6742,7
목감퍼스트리움,57000,2026,03,06,조남동,00000,59.95,15
목감퍼스트리움,57500,2026,03,06,조남동,00000,59.8,15
목감호반써밋더레이크,54500,2026,03,06,조남동,00000,69.6356,5
네이처하임,59100,2026,03,06,조남동,00000,74.48,15
그레미움,37200,2026,03,06,조남동,00000,59.97,1
오산센트럴푸르지오,42000,2026,03,06,부산동,00000,84.9823,21
화도효성해링턴플레이스,33500,2026,03,06,월산리,00000,84.993,4
부영사랑으로,35500,2026,03,06,금곡리,00000,84.9908,3
우림루미아트,63000,2026,03,06,덕소리,00000,84.8742,16
덕소아이파크,62500,2026,03,06,덕소리,00000,84.8118,8
이림,10500,2026,03,06,누읍동,00000,37.47,15
청학주공(5단지),39000,2026,03,06,청학리,00000,99.66,5
덕소아이파크,67000,2026,03,06,덕소리,00000,84.8118,6
죽미마을휴튼9단지,38300,2026,03,06,금암동,00000,74.89,13
대우푸르지오,25750,2026,03,06,원동,00000,84.557,1
양지,30000,2026,03,06,양지리,00000,84.9,10
은계브리즈힐,54900,2026,03,06,은행동,00000,84.84,3
은계브리즈힐,53500,2026,03,06,은행동,00000,74.91,28
오산세교우미린센트럴시티,51800,2026,03,06,탑동,00000,84.864,20
우남한신,26000,2026,03,06,대야동,00000,59.84,3
신우아이딜(1차),21800,2026,03,06,오남리,00000,59.963,7
강남아파트,43100,2026,03,05,퇴계원리,00000,84.87,2
연꽃마을금호,22400,2026,03,05,하상동,00000,59.79,19
삼익,17800,2026,03,05,묵현리,00000,59.76,7
화도효성해링턴플레이스,33000,2026,03,05,월산리,00000,84.9777,24
호반베르디움더숲,53000,2026,03,05,산현동,00000,84.96,25
장현주공,25000,2026,03,05,장현리,00000,59.99,16
화도효성해링턴플레이스,38000,2026,03,05,월산리,00000,84.9777,28
원일궁의문,41000,2026,03,05,연평리,00000,88.921,8
목감중흥에스-클래스레이크힐스,56500,2026,03,05,산현동,00000,84.9802,21
제일풍경채센텀,72000,2026,03,05,능곡동,00000,84.926,25
주공3,23500,2026,03,05,부산동,00000,59.39,3
오산역영무파라드,28000,2026,03,05,원동,00000,56.2088,22
경성큰마을(2단지),32000,2026,03,05,묵현리,00000,134.59,15
우남한신,41000,2026,03,05,대야동,00000,84.925,10
은계어반리더스,57800,2026,03,05,대야동,00000,84.74,16
서강2,14700,2026,03,05,대야동,00000,31.5,10
오산역e-편한세상2단지,39250,2026,03,05,원동,00000,84.8245,4
제일풍경채센텀,66700,2026,03,05,능곡동,00000,84.926,4
서동탄역더샵파크시티,53200,2026,03,05,외삼미동,00000,74.6784,20
진접한일,22000,2026,03,05,부평리,00000,78.525,8
더샵남양주퍼스트시티,40000,2026,03,05,부평리,00000,75.88,23
한주,21900,2026,03,05,원동,00000,124.53,5
원일궁의문,41500,2026,03,05,연평리,00000,88.921,16
진접스타힐스,34000,2026,03,05,부평리,00000,59.9754,8
남양주진건주공,17000,2026,03,05,용정리,00000,39.27,3
예당마을신안인스빌,44000,2026,03,05,금곡리,00000,84.987,6
네이처포레,52200,2026,03,05,은행동,00000,84.87,20
산호아파트,17500,2026,03,05,은행동,00000,49.22,5
대우,24500,2026,03,05,수청동,00000,60.912,3
시흥성원샹떼빌,25900,2026,03,05,은행동,00000,59.73,8
진주(4차),7000,2026,03,05,오남리,00000,39.54,5
한국1,24200,2026,03,05,오남리,00000,84.96,2
세교우남퍼스트빌,27500,2026,03,05,궐동,00000,84.9834,3
두산위브,30500,2026,03,05,오남리,00000,84.9916,14
파라다이스빌,25000,2026,03,05,오남리,00000,59.889,11
신우아이딜2차,23500,2026,03,05,오남리,00000,59.963,14
현대,13200,2026,03,05,장현리,00000,51.348,4
신일해피트리(1차),25000,2026,03,05,오남리,00000,84.841,8
마석힐즈파크푸르지오,35000,2026,03,05,마석우리,00000,59.9825,20
강산마을코오롱대성107동,40900,2026,03,05,덕소리,00000,59.94,6
오산대역세교자이,52600,2026,03,05,내삼미동,00000,83.2216,9
경성큰마을(2단지),24000,2026,03,05,묵현리,00000,84.94,1
성원1차,37000,2026,03,05,풍동,00000,84.39,10
도래울파크뷰,74000,2026,03,05,도내동,00000,84.38,3
에이스10차,18800,2026,03,05,일산동,00000,59.73,6
고양원흥동일스위트,91000,2026,03,05,도내동,00000,84.9832,6
달빛마을3단지,42500,2026,03,05,화정동,00000,84.95,15
달빛(라이프)2,26500,2026,03,05,화정동,00000,49.95,3
위시티일산자이4단지,85000,2026,03,05,식사동,00000,162.7081,27
탄현마을(건영5),32000,2026,03,05,탄현동,00000,84.5,3
탄현마을(한신),32600,2026,03,05,탄현동,00000,84.24,6
일산에듀포레푸르지오,46500,2026,03,05,탄현동,00000,84.8717,10
햇빛마을21단지,54000,2026,03,05,행신동,00000,101.97,8
햇빛주공(18-1),45800,2026,03,05,행신동,00000,84.79,9
위시티블루밍3단지,59000,2026,03,05,식사동,00000,123.08,8
위시티일산자이4단지,80000,2026,03,05,식사동,00000,162.7081,3
더퍼스트프라임,27500,2026,03,05,관산동,00000,59.894,13
새서울,18700,2026,03,05,관산동,00000,56.7,5
삼윤,22500,2026,03,05,토당동,00000,68.83,11
백마마을(삼성),88500,2026,03,05,마두동,00000,133.47,21
DMC한강숲중흥S-CLASS,109000,2026,03,05,덕은동,00000,84.9693,13
호수마을(현대),50500,2026,03,05,장항동,00000,70.14,5
DMC두산위브더퍼스트,60000,2026,03,05,향동동,00000,59.94,11
일산중앙가든,19000,2026,03,05,일산동,00000,45.45,2
백송마을(삼호),35500,2026,03,05,백석동,00000,59.99,3
한일,24500,2026,03,05,정왕동,00000,59.91,4
세종1,28800,2026,03,05,정왕동,00000,74.56,2
미주,25000,2026,03,05,정왕동,00000,59.91,9
주공4,22300,2026,03,05,정왕동,00000,59.56,2
주공11,31000,2026,03,05,산본동,00000,36.16,11
세종,52000,2026,03,05,산본동,00000,58.46,15
래미안하이어스,87000,2026,03,05,산본동,00000,59.94,25
"우방,한국공영목련",64000,2026,03,05,산본동,00000,84.97,12
한라주공4,33400,2026,03,05,산본동,00000,41.85,3
산본동개성하이뷰,76000,2026,03,05,산본동,00000,63.3089,6
래미안하이어스,106000,2026,03,05,산본동,00000,84.95,19
모아,30000,2026,03,05,정왕동,00000,59.97,7
시흥능곡역장현리슈빌퍼스트클래스,50200,2026,03,05,장현동,00000,84.9415,5
충무주공(872),30000,2026,03,05,금정동,00000,44.06,8
엘에이치트리플센텀,45200,2026,03,05,장현동,00000,55.98,16
건영1,23500,2026,03,05,정왕동,00000,59.82,3
제일풍경채에듀,54000,2026,03,05,장현동,00000,84.926,11
미사강변브라운스톤엔에이치에프,95000,2026,03,05,풍산동,00000,59.98,17
신안인스빌,115000,2026,03,05,풍산동,00000,84.3282,13
에스원스마트빌,6200,2026,03,05,김량장동,00000,12.6359,12
현대아파트,27000,2026,03,05,김량장동,00000,59.985,4
현대아파트,26500,2026,03,05,김량장동,00000,59.985,3
금화대우현대1단지,46000,2026,03,05,상갈동,00000,84.951,13
송전마을세광엔리치타워,31000,2026,03,05,송전리,00000,84.636,6
힐스테이트몬테로이3단지,52000,2026,03,05,왕산리,00000,76.775,5
풍산삼부르네상스,110000,2026,03,05,덕풍동,00000,101.99,5
서해,45600,2026,03,05,덕풍동,00000,59.04,10
인정멜로디,18000,2026,03,05,둔전리,00000,53.925,8
미사강변 파크뷰,109500,2026,03,05,망월동,00000,74.96,19
미사강변파밀리에,106500,2026,03,05,망월동,00000,59.96,12
미사역파라곤,163000,2026,03,05,망월동,00000,117.0346,7
백송한신,53000,2026,03,05,신장동,00000,49.98,9
푸른마을용인자이,36000,2026,03,05,마평동,00000,84.915,4
기흥더샵프라임뷰,83000,2026,03,05,신갈동,00000,84.504,17
우림,39700,2026,03,05,구갈동,00000,59.8,12
미사강변 하우스디 더 레이크,125000,2026,03,05,망월동,00000,84.96,14
신성,26000,2026,03,05,역북동,00000,59.99,11
서희스타힐스포레스트,53500,2026,03,05,역북동,00000,84.4547,4
영통센트럴파크뷰,47800,2026,03,05,영통동,00000,59.99,14
청명마을삼성,76000,2026,03,05,영통동,00000,119.871,2
황골마을주공1,45500,2026,03,05,영통동,00000,59.99,18
황골마을주공1,46500,2026,03,05,영통동,00000,59.99,17
영통센트럴파크뷰,39500,2026,03,05,영통동,00000,49.76,19
황골마을주공1,51500,2026,03,05,영통동,00000,59.99,12
영통에듀파크(321동~327동),84700,2026,03,05,영통동,00000,84.96,12
수원센트럴아이파크자이,34000,2026,03,05,인계동,00000,39.77,19
산호,68500,2026,03,05,수진동,00000,81.3,3
삼부,72000,2026,03,05,수진동,00000,59.76,3
영통아이파크캐슬1단지,112000,2026,03,05,망포동,00000,84.69,5
위례 래미안이편한세상,176000,2026,03,05,창곡동,00000,75.99,18
동수원자이1차,59800,2026,03,05,망포동,00000,84.9688,13
극동의푸른별,48000,2026,03,05,망포동,00000,84.93,11
풍림,53500,2026,03,05,영통동,00000,84.84,13
래미안영통마크원2단지,82000,2026,03,05,신동,00000,97.97,2
래미안영통마크원2단지,88500,2026,03,05,신동,00000,97.9,4
늘푸른벽산,43500,2026,03,05,망포동,00000,59.884,14
늘푸른벽산,50800,2026,03,05,망포동,00000,84.925,6
성일,27300,2026,03,05,매탄동,00000,49.68,8
매탄위브하늘채,74000,2026,03,05,매탄동,00000,84.818,17
원천성일,32500,2026,03,05,매탄동,00000,44.2,2
영통3풍림아이원,62500,2026,03,05,영통동,00000,124.251,14
선경태평,28509,2026,03,05,태평동,00000,35.51,5
양평현대성우(1단지),25200,2026,03,05,병산리,00000,84.9097,11
석향마을대방노블랜드,36800,2026,03,05,송우리,00000,131.94,10
힐스테이트가평더뉴클래스,31500,2026,03,05,읍내리,00000,59.9947,6
포천아이파크,28800,2026,03,05,구읍리,00000,74.9702,7
송천마을,23000,2026,03,05,송우리,00000,75.99,16
포천아이파크,23300,2026,03,05,구읍리,00000,59.9794,3
포천아이파크,25000,2026,03,05,구읍리,00000,59.9794,14
디엘본가평설악아파트,35000,2026,03,05,신천리,00000,84.98,20
한국개나리,14000,2026,03,05,송우리,00000,59.31,4
보광그랑베르,20500,2026,03,05,월송동,00000,84.903,8
홍문현대,15200,2026,03,05,홍문동,00000,59.72,12
용문역반도유보라아이비파크,27000,2026,03,05,다문리,00000,59.996,11
여주아이파크,36500,2026,03,05,현암동,00000,84.9804,17
명성,6800,2026,03,05,덕계동,00000,42.84,1
양주자이4단지,18100,2026,03,05,삼숭동,00000,59.8903,2
한승리메이드,17000,2026,03,05,오산리,00000,84.86,1
우림푸른마을,26500,2026,03,05,대쌍령리,00000,84.98,5
대교산과내,15500,2026,03,05,방성리,00000,84.96,14
오포우림퓨전빌,21000,2026,03,05,문형동,00000,84.217,8
동탄2하우스디더레이크,82000,2026,03,05,송동,00000,74.88,14
곤지암킴스빌리지,18000,2026,03,05,삼리,00000,50.55,2
곤지암킴스빌리지,18000,2026,03,05,삼리,00000,50.55,1
곤지암킴스빌리지,19200,2026,03,05,삼리,00000,50.55,18
레이크힐 반도유보라 아이비파크 10.2,52500,2026,03,05,산척동,00000,84.9991,13
호수공원역 센트럴시티,91800,2026,03,05,산척동,00000,84.52,14
레이크힐 반도유보라 아이비파크 10.2,58500,2026,03,05,산척동,00000,96.6996,6
오포추자서희스타힐스,31300,2026,03,05,추자동,00000,59.963,4
양주옥정유림노르웨이숲,37800,2026,03,05,옥정동,00000,75.9964,24
양주옥정LH엘리프,32000,2026,03,05,옥정동,00000,59.85,20
양주옥정신도시디에트르에듀포레,41000,2026,03,05,옥정동,00000,84.9532,34
"산척동,동탄호수공원금강펜테리움센트럴파크Ⅱ",56600,2026,03,05,산척동,00000,84.9996,14
현대,50600,2026,03,05,탄벌동,00000,134.806,15
e편한세상옥정더퍼스트,40000,2026,03,05,옥정동,00000,84.9804,20
주원마을(주공2단지),18300,2026,03,05,고암동,00000,59.42,11
산내들마을우남퍼스트빌,31800,2026,03,05,고읍동,00000,84.8788,8
동탄역 신미주,52000,2026,03,05,여울동,00000,84.896,1
르파비스,50000,2026,03,05,목동,00000,84.96,2
e편한세상테라스오포2단지,52900,2026,03,05,신현동,00000,84.836,17
힐스테이트태전6(1609~1614동),53000,2026,03,05,태전동,00000,72.8997,7
이편한세상태전2차(301~306동),50000,2026,03,05,태전동,00000,74.8047,11
동탄역린스트라우스,142300,2026,03,05,여울동,00000,93.8026,32
금호어울림레이크,64800,2026,03,05,장지동,00000,59.93,10
그린시티동문(218-0),41000,2026,03,05,대원리,00000,197.9,11
신봉마을동일하이빌3단지,79800,2026,03,05,신봉동,00000,84.896,3
이천증포새도시한양수자인5블럭,32800,2026,03,05,증포동,00000,72.9554,9
새꽃마을1단지뜨란채(972-0),24100,2026,03,05,금촌동,00000,59.99,7
후곡마을4단지뜨란채주공,26000,2026,03,05,금촌동,00000,75.79,15
새꽃마을1단지뜨란채(972-0),18000,2026,03,05,금촌동,00000,59.99,1
파라다이스(275-9),13400,2026,03,05,아동동,00000,59.34,6
이천진암지구우방아이유쉘메가하이브,30000,2026,03,05,진암리,00000,73.9923,21
이천진암지구우방아이유쉘메가하이브,21500,2026,03,05,진암리,00000,59.9899,2
이천진암지구우방아이유쉘메가하이브,22500,2026,03,05,진암리,00000,59.9899,14
해오름마을10단지파크푸르지오,52000,2026,03,05,다율동,00000,84.42,16
중흥S-클래스에듀하이해오름마을1단지,48500,2026,03,05,다율동,00000,84.939,15
산내마을7단지화성파크드림,48800,2026,03,05,목동동,00000,84.9915,3
신봉마을LG자이1차,66000,2026,03,05,신봉동,00000,115.869,18
신봉마을용인신봉센트레빌1단지,93000,2026,03,05,신봉동,00000,158.7071,6
한신,13000,2026,03,05,창전동,00000,77.01,8
해오름마을14단지푸르지오파르세나,39000,2026,03,05,다율동,00000,59.9559,1
주은다솜,5800,2026,03,05,응암리,00000,35.768,8
한빛마을5단지캐슬앤칸타빌,52000,2026,03,05,야당동,00000,118.7267,18
한울마을2단지운정벽산블루밍아파트,52000,2026,03,05,동패동,00000,184.543,2
한울마을1단지운정신도시IPARK,71800,2026,03,05,동패동,00000,84.91,14
가람마을3단지동문굿모닝힐,26700,2026,03,05,와동동,00000,84.46,5
세진,8000,2026,03,05,장호원리,00000,59.9,5
